CODIGO_ESTUDIANTE,PERIODO,GRADO,DESERTOR,ACTIVIDAD_IMEC,ACTIVO,FECHA_NACIMIENTO,COHORTE,CREDITOS_PGA,CREDITOS_APROBADOS,CREDITOS_SEMESTRE_APROBADOS,CREDITOS_SEMESTRE_TOMADOS,CREDITOS_TOMADOS,CREDITOS_TRANSFERIDOS,CREDITOS_SEMESTRE_PGA,GENERO,PRIORIDAD_PROGRAMA,PROMEDIO_ACUMULADO,PROMEDIO_SEMESTRE,PUNTAJE_EXAMEN,NOMBRE_EXAMEN,SEMESTRE_SEGUN_CREDITOS,SITUACION_ACADEMICA,SOBREPASO_ACADEMICO,CIUDAD_RESIDENCIA
631fcd2b-dbf4-45dc-9492-f8d61284f5d5,201210,False,False,True,True,1992,,56.0,57.5,19.5,19.5,57.5,0.0,19.0,M,1,4.69,4.73,,,3.75,NORMAL,NORMAL,CARTAGENA
631fcd2b-dbf4-45dc-9492-f8d61284f5d5,201220,False,False,True,True,1992,,71.0,73.0,15.5,15.5,73.0,0.0,15.0,M,1,4.65,4.5,,,4.61,NORMAL,NORMAL,CARTAGENA
631fcd2b-dbf4-45dc-9492-f8d61284f5d5,201310,False,False,True,True,1992,,92.0,94.5,21.5,21.5,94.5,0.0,21.0,M,1,4.6,4.42,,,5.81,NORMAL,NORMAL,CARTAGENA
631fcd2b-dbf4-45dc-9492-f8d61284f5d5,201320,False,False,True,True,1992,,107.0,110.0,15.5,15.5,110.0,0.0,15.0,M,1,4.61,4.7,,,6.67,NORMAL,NORMAL,CARTAGENA
631fcd2b-dbf4-45dc-9492-f8d61284f5d5,201410,False,False,True,True,1992,,123.0,126.5,16.5,16.5,126.5,0.0,16.0,M,1,4.61,4.59,,,7.58,NORMAL,NORMAL,CARTAGENA
631fcd2b-dbf4-45dc-9492-f8d61284f5d5,201420,True,False,True,True,1992,,139.0,147.0,20.5,20.5,147.0,0.0,16.0,M,1,4.56,4.22,,,8.78,NORMAL,NORMAL,CARTAGENA
6d32c701-d69b-40f0-9f99-5263a1bb6c20,201120,False,False,True,True,1992,201120.0,12.0,9.0,9.0,15.0,15.0,0.0,12.0,M,1,3.62,3.62,491.0,PUNTAJE TOTAL NUEVO ICFES,0.75,NORMAL,PRIMIPARO,AGUA DE DIOS
6d32c701-d69b-40f0-9f99-5263a1bb6c20,201210,False,False,False,True,1992,201120.0,18.0,12.0,3.0,9.0,24.0,0.0,6.0,M,1,3.33,2.75,491.0,PUNTAJE TOTAL NUEVO ICFES,1.0,NORMAL,NORMAL,AGUA DE DIOS
6d32c701-d69b-40f0-9f99-5263a1bb6c20,201220,False,False,False,False,1992,201120.0,18.0,12.0,,,24.0,0.0,,M,1,3.33,,491.0,PUNTAJE TOTAL NUEVO ICFES,1.0,,,AGUA DE DIOS
6d32c701-d69b-40f0-9f99-5263a1bb6c20,201310,False,True,False,False,1992,201120.0,18.0,12.0,,,24.0,0.0,,M,1,3.33,,491.0,PUNTAJE TOTAL NUEVO ICFES,1.0,,,AGUA DE DIOS
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201310,False,False,True,True,1994,,52.0,55.5,18.0,18.0,55.5,0.0,18.0,M,2,4.44,4.41,,,3.64,NORMAL,NORMAL,BOGOTA D.C.
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201320,False,False,True,True,1994,,71.0,74.5,19.0,19.0,74.5,0.0,19.0,M,2,4.37,4.18,,,4.69,NORMAL,NORMAL,BOGOTA D.C.
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201410,False,False,True,True,1994,,89.0,92.5,18.0,18.0,92.5,0.0,18.0,M,2,4.3,4.04,,,5.69,NORMAL,NORMAL,BOGOTA D.C.
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201420,False,False,False,True,1994,,107.0,110.5,18.0,18.0,110.5,0.0,18.0,M,2,4.27,4.12,,,6.69,NORMAL,NORMAL,BOGOTA D.C.
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201510,False,False,False,True,1994,,107.0,110.5,0.0,0.0,110.5,0.0,0.0,M,2,4.27,0.0,,,6.69,NORMAL,NORMAL,BOGOTA D.C.
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201520,False,False,True,True,1994,,125.0,128.5,18.0,18.0,128.5,9.0,18.0,M,2,4.24,4.07,,,8.21,NORMAL,NORMAL,BOGOTA D.C.
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201610,False,False,False,True,1994,,143.0,147.5,19.0,19.0,147.5,9.0,18.0,M,2,4.26,4.36,,,9.34,NORMAL,NORMAL,BOGOTA D.C.
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201620,False,False,False,True,1994,,143.0,153.5,6.0,6.0,153.5,9.0,0.0,M,2,4.26,0.0,,,9.7,NORMAL,NORMAL,BOGOTA D.C.
eb81f0e7-8488-46ef-9db6-7a973c41aa57,201710,False,True,False,True,1994,,150.0,160.5,7.0,7.0,160.5,9.0,7.0,M,2,4.26,4.34,,,10.12,NORMAL,NORMAL,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201220,False,False,True,True,1993,201220.0,15.0,18.0,18.0,18.0,18.0,0.0,15.0,M,1,3.5,3.5,425.0,PUNTAJE TOTAL NUEVO ICFES,1.38,NORMAL,PRIMIPARO,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201310,False,False,True,True,1993,201220.0,31.0,25.0,7.0,16.0,34.0,0.0,16.0,M,1,3.24,3.0,425.0,PUNTAJE TOTAL NUEVO ICFES,1.81,PRUEBA ACADEMICA,NORMAL,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201320,False,False,True,True,1993,201220.0,46.0,37.0,12.0,15.0,49.0,0.0,15.0,M,1,3.37,3.65,425.0,PUNTAJE TOTAL NUEVO ICFES,2.56,NORMAL,NORMAL,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201410,False,False,True,True,1993,201220.0,61.0,43.0,6.0,15.0,64.0,0.0,15.0,M,1,3.19,2.65,425.0,PUNTAJE TOTAL NUEVO ICFES,2.94,PRUEBA ACADEMICA,NORMAL,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201419,False,False,True,True,1993,201220.0,64.0,43.0,0.0,3.0,67.0,0.0,3.0,M,1,3.14,2.0,425.0,PUNTAJE TOTAL NUEVO ICFES,2.94,PRUEBA ACADEMICA,NORMAL,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201420,False,False,True,True,1993,201220.0,73.0,49.0,6.0,9.0,76.0,0.0,9.0,M,1,3.16,3.32,425.0,PUNTAJE TOTAL NUEVO ICFES,3.28,SUSPENSION,NORMAL,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201510,False,False,False,False,1993,201220.0,73.0,49.0,,,76.0,0.0,,M,1,3.16,,425.0,PUNTAJE TOTAL NUEVO ICFES,3.28,,,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201520,False,False,True,True,1993,201220.0,82.0,55.0,6.0,9.0,85.0,0.0,9.0,M,1,3.19,3.43,425.0,PUNTAJE TOTAL NUEVO ICFES,3.61,SUSPENSION,PRUEBA REINGRESO,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201610,False,False,False,False,1993,201220.0,82.0,55.0,,,85.0,0.0,,M,1,3.19,,425.0,PUNTAJE TOTAL NUEVO ICFES,3.61,,,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201620,False,False,False,False,1993,201220.0,82.0,55.0,,,85.0,0.0,,M,1,3.19,,425.0,PUNTAJE TOTAL NUEVO ICFES,3.61,,,BOGOTA D.C.
ec6dd874-7fbb-4cc2-acb5-92ff1c47cf48,201710,False,True,False,False,1993,201220.0,82.0,55.0,,,85.0,0.0,,M,1,3.19,,425.0,PUNTAJE TOTAL NUEVO ICFES,3.61,,,BOGOTA D.C.
7b9877dd-3bff-4cc0-a4f5-75307d9f7795,201110,False,False,True,True,1993,201110.0,15.0,13.0,13.0,16.0,16.0,0.0,15.0,M,1,3.3,3.3,701.0,PUNTAJE TOTAL NUEVO ICFES,1.06,NORMAL,PRIMIPARO,BOGOTA D.C.
7b9877dd-3bff-4cc0-a4f5-75307d9f7795,201120,False,False,False,False,1993,201110.0,15.0,13.0,,,16.0,0.0,,M,1,3.3,,701.0,PUNTAJE TOTAL NUEVO ICFES,1.06,,,BOGOTA D.C.
7b9877dd-3bff-4cc0-a4f5-75307d9f7795,201210,False,False,False,False,1993,201110.0,15.0,13.0,,,16.0,0.0,,M,1,3.3,,701.0,PUNTAJE TOTAL NUEVO ICFES,1.06,,,BOGOTA D.C.
7b9877dd-3bff-4cc0-a4f5-75307d9f7795,201220,False,True,False,False,1993,201110.0,15.0,13.0,,,16.0,0.0,,M,1,3.3,,701.0,PUNTAJE TOTAL NUEVO ICFES,1.06,,,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201110,False,False,True,True,1993,201110.0,18.0,18.5,18.5,18.5,18.5,0.0,18.0,M,1,4.08,4.08,719.0,PUNTAJE TOTAL NUEVO ICFES,1.41,NORMAL,PRIMIPARO,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201120,False,False,True,True,1993,201110.0,43.0,43.5,25.0,25.0,43.5,0.0,25.0,M,1,4.04,4.02,719.0,PUNTAJE TOTAL NUEVO ICFES,2.97,NORMAL,NORMAL,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201210,False,False,True,True,1993,201110.0,59.0,59.5,16.0,16.0,59.5,0.0,16.0,M,1,3.99,3.84,719.0,PUNTAJE TOTAL NUEVO ICFES,3.86,NORMAL,NORMAL,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201220,False,False,True,True,1993,201110.0,77.0,77.5,18.0,18.0,77.5,0.0,18.0,M,1,4.01,4.08,719.0,PUNTAJE TOTAL NUEVO ICFES,4.86,NORMAL,NORMAL,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201310,False,False,True,True,1993,201110.0,101.0,101.5,24.0,24.0,101.5,0.0,24.0,M,1,4.03,4.12,719.0,PUNTAJE TOTAL NUEVO ICFES,6.19,NORMAL,NORMAL,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201320,False,False,True,True,1993,201110.0,116.0,116.5,15.0,15.0,116.5,0.0,15.0,M,1,4.03,4.03,719.0,PUNTAJE TOTAL NUEVO ICFES,7.03,NORMAL,NORMAL,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201410,False,False,True,True,1993,201110.0,116.0,122.5,6.0,6.0,122.5,0.0,0.0,M,1,4.03,0.0,719.0,PUNTAJE TOTAL NUEVO ICFES,7.36,NORMAL,NORMAL,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201420,False,False,True,True,1993,201110.0,126.0,133.0,10.5,10.5,133.0,0.0,10.0,M,1,4.04,4.1,719.0,PUNTAJE TOTAL NUEVO ICFES,7.94,NORMAL,NORMAL,BOGOTA D.C.
67d1da77-e132-4f0f-bafb-985aaee4827b,201510,True,False,True,True,1993,201110.0,135.0,143.0,10.0,10.0,143.0,0.0,9.0,M,1,4.06,4.33,719.0,PUNTAJE TOTAL NUEVO ICFES,8.54,NORMAL,NORMAL,BOGOTA D.C.
f663f06c-fdff-4a47-9068-5d511cea6929,201210,False,False,True,True,1993,,53.0,54.0,16.0,16.0,54.0,0.0,16.0,M,2,3.89,4.06,,,3.56,NORMAL,NORMAL,BOGOTA D.C.
f663f06c-fdff-4a47-9068-5d511cea6929,201219,False,False,False,True,1993,,56.0,57.0,3.0,3.0,57.0,0.0,3.0,M,2,3.95,5.0,,,3.72,NORMAL,NORMAL,BOGOTA D.C.
f663f06c-fdff-4a47-9068-5d511cea6929,201220,False,False,False,True,1993,,74.0,75.0,18.0,18.0,75.0,0.0,18.0,M,2,3.92,3.83,,,4.72,NORMAL,NORMAL,BOGOTA D.C.
f663f06c-fdff-4a47-9068-5d511cea6929,201310,False,False,False,False,1993,,74.0,75.0,,,75.0,0.0,,M,2,3.92,,,,4.72,,,BOGOTA D.C.
f663f06c-fdff-4a47-9068-5d511cea6929,201320,False,True,False,False,1993,,74.0,75.0,,,75.0,0.0,,M,2,3.92,,,,4.72,,,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201110,False,False,True,True,1993,201110.0,12.0,12.0,12.0,15.0,15.0,0.0,12.0,M,1,3.0,3.0,550.0,PUNTAJE TOTAL NUEVO ICFES,1.0,NORMAL,PRIMIPARO,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201120,False,False,True,True,1993,201110.0,27.0,21.0,9.0,15.0,30.0,0.0,15.0,M,1,3.11,3.2,550.0,PUNTAJE TOTAL NUEVO ICFES,1.56,PRUEBA ACADEMICA,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201210,False,False,True,True,1993,201110.0,43.0,34.0,13.0,16.0,46.0,0.0,16.0,M,1,3.16,3.25,550.0,PUNTAJE TOTAL NUEVO ICFES,2.38,SUSPENSION,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201220,False,False,False,False,1993,201110.0,43.0,34.0,,,46.0,0.0,,M,1,3.16,,550.0,PUNTAJE TOTAL NUEVO ICFES,2.38,,,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201310,False,False,False,False,1993,201110.0,43.0,34.0,,,46.0,0.0,,M,1,3.16,,550.0,PUNTAJE TOTAL NUEVO ICFES,2.38,,,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201319,False,False,True,True,1993,201110.0,46.0,37.0,3.0,3.0,49.0,0.0,3.0,M,1,3.15,3.0,550.0,PUNTAJE TOTAL NUEVO ICFES,2.56,SUSPENSION,PRUEBA REINGRESO,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201320,False,False,True,True,1993,201110.0,62.0,50.0,13.0,16.0,65.0,0.0,16.0,M,1,3.26,3.58,550.0,PUNTAJE TOTAL NUEVO ICFES,3.33,NORMAL,PRUEBA REINGRESO,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201410,False,False,True,True,1993,201110.0,71.0,58.0,8.0,11.0,76.0,0.0,9.0,M,1,3.27,3.32,550.0,PUNTAJE TOTAL NUEVO ICFES,3.78,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201420,False,False,True,True,1993,201110.0,86.0,75.5,17.5,17.5,93.5,0.0,15.0,M,1,3.29,3.4,550.0,PUNTAJE TOTAL NUEVO ICFES,4.75,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201510,False,False,True,True,1993,201110.0,104.0,87.5,12.0,18.0,111.5,0.0,18.0,M,1,3.27,3.2,550.0,PUNTAJE TOTAL NUEVO ICFES,5.42,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201519,False,False,True,True,1993,201110.0,107.0,90.5,3.0,3.0,114.5,0.0,3.0,M,1,3.27,3.0,550.0,PUNTAJE TOTAL NUEVO ICFES,5.58,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201520,False,False,True,True,1993,201110.0,116.0,97.5,7.0,11.0,125.5,0.0,9.0,M,1,3.25,3.07,550.0,PUNTAJE TOTAL NUEVO ICFES,5.97,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201610,False,False,True,True,1993,201110.0,125.0,108.5,11.0,11.0,136.5,0.0,9.0,M,1,3.25,3.26,550.0,PUNTAJE TOTAL NUEVO ICFES,6.58,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201620,False,False,True,True,1993,201110.0,143.0,125.5,17.0,20.0,156.5,0.0,18.0,M,1,3.28,3.47,550.0,PUNTAJE TOTAL NUEVO ICFES,7.53,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201710,False,False,True,True,1993,201110.0,152.0,135.5,10.0,14.0,170.5,0.0,9.0,M,1,3.28,3.39,550.0,PUNTAJE TOTAL NUEVO ICFES,8.09,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201720,False,False,True,True,1993,201110.0,155.0,144.5,9.0,9.0,179.5,0.0,3.0,M,1,3.28,3.23,550.0,PUNTAJE TOTAL NUEVO ICFES,8.63,NORMAL,NORMAL,BOGOTA D.C.
deb0016b-28f9-4fdd-beba-7bebbb5a99df,201810,False,False,True,True,1993,201110.0,,,,,,,,M,1,,,550.0,PUNTAJE TOTAL NUEVO ICFES,8.63,,NORMAL,BOGOTA D.C.
2c0c8d62-b49b-4656-a3ae-0a3ad891d6b9,201110,False,False,True,True,1992,201110.0,12.0,0.0,0.0,12.0,12.0,0.0,12.0,M,1,2.0,2.0,514.0,PUNTAJE TOTAL NUEVO ICFES,0.0,SUSPENSION,PRIMIPARO,NO DISPONIBLE
2c0c8d62-b49b-4656-a3ae-0a3ad891d6b9,201120,False,False,False,False,1992,201110.0,12.0,0.0,,,12.0,0.0,,M,1,2.0,,514.0,PUNTAJE TOTAL NUEVO ICFES,0.0,,,NO DISPONIBLE
2c0c8d62-b49b-4656-a3ae-0a3ad891d6b9,201210,False,False,False,False,1992,201110.0,12.0,0.0,,,12.0,0.0,,M,1,2.0,,514.0,PUNTAJE TOTAL NUEVO ICFES,0.0,,,NO DISPONIBLE
2c0c8d62-b49b-4656-a3ae-0a3ad891d6b9,201220,False,True,False,False,1992,201110.0,12.0,0.0,,,12.0,0.0,,M,1,2.0,,514.0,PUNTAJE TOTAL NUEVO ICFES,0.0,,,NO DISPONIBLE
55a30d62-c6bf-4236-856c-1d6014e86045,201120,False,False,True,True,1994,,37.0,75.0,38.0,38.0,75.0,0.0,19.0,F,2,1.855,1.76,,,5.18,NORMAL,NORMAL,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201210,False,False,True,True,1994,,49.0,100.0,25.0,31.0,106.0,0.0,12.0,F,2,1.845,1.81,,,6.66,NORMAL,NORMAL,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201219,False,False,False,True,1994,,0.0,50.0,0.0,3.0,59.0,0.0,0.0,F,1,0.0,0.0,,,3.33,NORMAL,NORMAL,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201220,False,False,True,True,1994,,61.0,125.0,25.0,31.0,140.0,0.0,12.0,F,2,1.8,1.625,,,7.72,NORMAL,NORMAL,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201310,False,False,False,True,1994,,61.0,126.0,1.0,7.0,147.0,0.0,0.0,F,2,1.8,0.0,,,7.78,NORMAL,NORMAL,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201319,False,False,True,True,1994,,67.0,138.0,12.0,12.0,159.0,0.0,6.0,F,2,1.805,1.875,,,8.44,NORMAL,NORMAL,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201320,False,False,True,True,1994,,86.0,176.0,38.0,38.0,197.0,0.0,19.0,F,2,1.825,1.88,,,10.56,NORMAL,NORMAL,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201410,False,False,False,True,1994,,106.0,216.0,40.0,40.0,237.0,0.0,20.0,F,2,1.825,1.825,,,12.78,NORMAL,NORMAL,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201420,False,False,False,False,1994,,106.0,216.0,,,237.0,0.0,,F,2,1.825,,,,12.78,,,BOGOTA D.C.
55a30d62-c6bf-4236-856c-1d6014e86045,201510,False,True,False,False,1994,,106.0,216.0,,,237.0,0.0,,F,2,1.825,,,,12.78,,,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201110,False,False,True,True,1993,201110.0,12.0,9.0,9.0,12.0,12.0,0.0,12.0,M,1,3.25,3.25,583.0,PUNTAJE TOTAL NUEVO ICFES,0.75,NORMAL,PRIMIPARO,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201119,False,False,True,True,1993,201110.0,15.0,12.0,3.0,3.0,15.0,0.0,3.0,M,1,3.2,3.0,583.0,PUNTAJE TOTAL NUEVO ICFES,1.0,NORMAL,NORMAL,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201120,False,False,True,True,1993,201110.0,31.0,19.0,7.0,16.0,31.0,0.0,16.0,M,1,2.95,2.71,583.0,PUNTAJE TOTAL NUEVO ICFES,1.44,PRUEBA ACADEMICA,NORMAL,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201210,False,False,True,True,1993,201110.0,49.0,28.0,9.0,18.0,49.0,0.0,18.0,M,1,2.93,2.91,583.0,PUNTAJE TOTAL NUEVO ICFES,2.0,SUSPENSION,NORMAL,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201220,False,False,False,False,1993,201110.0,49.0,28.0,,,49.0,0.0,,M,1,2.93,,583.0,PUNTAJE TOTAL NUEVO ICFES,2.0,,,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201310,False,False,True,True,1993,201110.0,64.0,40.0,12.0,15.0,64.0,0.0,15.0,M,1,3.11,3.7,583.0,PUNTAJE TOTAL NUEVO ICFES,2.75,SUSPENSION,PRUEBA REINGRESO,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201319,False,False,True,True,1993,201110.0,67.0,43.0,3.0,3.0,67.0,0.0,3.0,M,1,3.15,4.0,583.0,PUNTAJE TOTAL NUEVO ICFES,2.94,SUSPENSION,NORMAL,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201320,False,False,False,False,1993,201110.0,67.0,43.0,,,67.0,0.0,,M,1,3.15,,583.0,PUNTAJE TOTAL NUEVO ICFES,2.94,,,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201410,False,False,False,False,1993,201110.0,67.0,43.0,,,67.0,0.0,,M,1,3.15,,583.0,PUNTAJE TOTAL NUEVO ICFES,2.94,,,BOGOTA D.C.
80a1b872-1ca9-433a-9fae-4148152322ce,201420,False,True,False,False,1993,201110.0,67.0,43.0,,,67.0,0.0,,M,1,3.15,,583.0,PUNTAJE TOTAL NUEVO ICFES,2.94,,,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201110,False,False,True,True,1993,201110.0,15.0,15.5,15.5,15.5,15.5,0.0,15.0,M,1,4.2,4.2,629.0,PUNTAJE TOTAL NUEVO ICFES,1.22,NORMAL,PRIMIPARO,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201120,False,False,True,True,1993,201110.0,31.0,31.5,16.0,16.0,31.5,0.0,16.0,M,1,4.08,3.96,629.0,PUNTAJE TOTAL NUEVO ICFES,2.22,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201210,False,False,True,True,1993,201110.0,47.0,47.5,16.0,16.0,47.5,0.0,16.0,M,1,4.11,4.18,629.0,PUNTAJE TOTAL NUEVO ICFES,3.19,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201220,False,False,True,True,1993,201110.0,62.0,62.5,15.0,15.0,62.5,0.0,15.0,M,1,4.08,4.0,629.0,PUNTAJE TOTAL NUEVO ICFES,4.03,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201310,False,False,True,True,1993,201110.0,80.0,80.5,18.0,18.0,80.5,0.0,18.0,M,1,4.06,4.0,629.0,PUNTAJE TOTAL NUEVO ICFES,5.03,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201319,False,False,True,True,1993,201110.0,83.0,83.5,3.0,3.0,83.5,0.0,3.0,M,1,4.1,5.0,629.0,PUNTAJE TOTAL NUEVO ICFES,5.19,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201320,False,False,True,True,1993,201110.0,98.0,98.5,15.0,15.0,98.5,0.0,15.0,M,1,4.17,4.56,629.0,PUNTAJE TOTAL NUEVO ICFES,6.03,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201410,False,False,True,True,1993,201110.0,116.0,116.5,18.0,18.0,116.5,0.0,18.0,M,1,4.17,4.18,629.0,PUNTAJE TOTAL NUEVO ICFES,7.03,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201418,False,False,False,True,1993,201110.0,120.0,120.5,4.0,4.0,120.5,0.0,4.0,M,1,4.18,4.59,629.0,PUNTAJE TOTAL NUEVO ICFES,7.25,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201420,False,False,True,True,1993,201110.0,120.0,126.5,6.0,6.0,126.5,0.0,0.0,M,1,4.18,0.0,629.0,PUNTAJE TOTAL NUEVO ICFES,7.58,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201510,False,False,True,True,1993,201110.0,135.0,141.5,15.0,15.0,141.5,0.0,15.0,M,1,4.19,4.22,629.0,PUNTAJE TOTAL NUEVO ICFES,8.45,NORMAL,NORMAL,BOGOTA D.C.
2473f747-206f-4940-8adb-65e4f46c167f,201520,True,False,True,True,1993,201110.0,145.0,151.5,10.0,10.0,151.5,0.0,10.0,M,1,4.22,4.61,629.0,PUNTAJE TOTAL NUEVO ICFES,9.04,NORMAL,NORMAL,BOGOTA D.C.
fbf05a13-e095-4595-9bce-cbfa9614cb22,201110,False,False,True,True,1994,201110.0,18.0,12.0,12.0,18.0,18.0,0.0,18.0,F,1,3.16,3.16,606.0,PUNTAJE TOTAL NUEVO ICFES,1.0,NORMAL,PRIMIPARO,BOGOTA D.C.
fbf05a13-e095-4595-9bce-cbfa9614cb22,201120,False,False,True,True,1994,201110.0,37.0,28.0,16.0,19.0,37.0,0.0,19.0,F,1,3.36,3.55,606.0,PUNTAJE TOTAL NUEVO ICFES,2.0,NORMAL,NORMAL,BOGOTA D.C.
fbf05a13-e095-4595-9bce-cbfa9614cb22,201210,False,False,True,True,1994,201110.0,55.0,37.0,9.0,18.0,55.0,0.0,18.0,F,1,3.3,3.16,606.0,PUNTAJE TOTAL NUEVO ICFES,2.56,NORMAL,NORMAL,BOGOTA D.C.
fbf05a13-e095-4595-9bce-cbfa9614cb22,201220,False,False,True,True,1994,201110.0,73.0,49.0,12.0,18.0,73.0,0.0,18.0,F,1,3.2,2.91,606.0,PUNTAJE TOTAL NUEVO ICFES,3.28,PRUEBA ACADEMICA,NORMAL,BOGOTA D.C.
fbf05a13-e095-4595-9bce-cbfa9614cb22,201310,False,False,True,True,1994,201110.0,89.0,56.0,7.0,16.0,89.0,0.0,16.0,F,1,3.21,3.25,606.0,PUNTAJE TOTAL NUEVO ICFES,3.67,SUSPENSION,NORMAL,BOGOTA D.C.
fbf05a13-e095-4595-9bce-cbfa9614cb22,201320,False,False,False,False,1994,201110.0,89.0,56.0,,,89.0,0.0,,F,1,3.21,,606.0,PUNTAJE TOTAL NUEVO ICFES,3.67,,,BOGOTA D.C.
